osm_id,osm_type,name,operator,street,city,state,zip,country,lat,lon,building,telecom,man_made,start_date,power,tags_raw,opening_year,opening_year_method,opening_year_confidence
377212693,way,Element Critical CH2,Element Critical,341 Haynes Drive,Wood Dale,IL,60191,,41.9742269,-87.9671756,data_center,data_center,,,,"{""addr:city"": ""Wood Dale"", ""addr:housenumber"": ""341"", ""addr:postcode"": ""60191"", ""addr:state"": ""IL"", ""addr:street"": ""Haynes Drive"", ""building"": ""data_center"", ""building:levels"": ""2"", ""name"": ""Element Critical CH2"", ""operator"": ""Element Critical"", ""ref"": ""CH2"", ""telecom"": ""data_center"", ""website"": ""https://elementcritical.com/data-centers/chicago-two/""}",2021.0,baxtel:/data-center/element-critical-ch2,medium
377345296,way,Centersquare Elk Grove Village Data Center Campus ORD2,Centersquare,2425 Busse Road,Elk Grove Village,IL,60007,,41.9920884,-87.9580136,data_center,data_center,,,,"{""addr:city"": ""Elk Grove Village"", ""addr:housenumber"": ""2425"", ""addr:postcode"": ""60007"", ""addr:state"": ""IL"", ""addr:street"": ""Busse Road"", ""building"": ""data_center"", ""building:levels"": ""2"", ""name"": ""Centersquare Elk Grove Village Data Center Campus ORD2"", ""operator"": ""Centersquare"", ""operator:wikidata"": ""Q127304226"", ""ref"": ""ORD2"", ""telecom"": ""data_center"", ""website"": ""https://centersquaredc.com/data-centers/chicago#elkgrovevillage-ord2""}",2021.0,baxtel:/data-center/centersquare-chicago-ord2,medium
377545385,way,Flexential Denver - Englewood,Flexential,8636 South Peoria Street,Englewood,CO,80112,,39.558994,-104.8375559,yes,data_center,,,,"{""addr:city"": ""Englewood"", ""addr:housenumber"": ""8636"", ""addr:postcode"": ""80112"", ""addr:state"": ""CO"", ""addr:street"": ""South Peoria Street"", ""building"": ""yes"", ""layer"": ""1"", ""name"": ""Flexential Denver - Englewood"", ""operator"": ""Flexential"", ""operator:wikidata"": ""Q115417504"", ""telecom"": ""data_center"", ""website"": ""https://www.flexential.com/data-centers/co/denver/englewood-data-center""}",2001.0,baxtel:/data-center/flexential-englewood,medium
377585075,way,EdgeConneX Detroit DET01,EdgeConneX,,,,,,42.4476693,-83.2626336,yes,data_center,,,,"{""building"": ""yes"", ""name"": ""EdgeConneX Detroit DET01"", ""operator"": ""EdgeConneX"", ""operator:wikidata"": ""Q115477226"", ""ref"": ""DET01"", ""telecom"": ""data_center"", ""website"": ""https://www.edgeconnex.com/locations/americas/detroit-mi/""}",,not_found,none
379195054,way,Lumen Austin 3,Lumen Technologies,,,,,,30.261396,-97.7235975,yes,data_center,,,,"{""building"": ""yes"", ""height"": ""8.16"", ""name"": ""Lumen Austin 3"", ""operator"": ""Lumen Technologies"", ""operator:wikidata"": ""Q5063092"", ""telecom"": ""data_center""}",2018.0,baxtel:/data-center/lumen-austin-3-500-chicon,medium
379199519,way,Alpheus DataCenter,Alpheus,1905 East 6th Street,Austin,TX,,,30.2610525,-97.722122,yes,data_center,,,,"{""addr:city"": ""Austin"", ""addr:housenumber"": ""1905"", ""addr:state"": ""TX"", ""addr:street"": ""East 6th Street"", ""building"": ""yes"", ""building:levels"": ""1"", ""coa:place_id"": ""612454"", ""height"": ""11.1"", ""name"": ""Alpheus DataCenter"", ""name_1"": ""CH3 Data LLC"", ""operator"": ""Alpheus"", ""telecom"": ""data_center""}",,not_found,none
379204279,way,Digital Realty Austin AUS11,,7500 Metro Center Drive,Austin,TX,78744,,30.212156,-97.6957555,yes,data_center,,,,"{""addr:city"": ""Austin"", ""addr:housenumber"": ""7500"", ""addr:postcode"": ""78744"", ""addr:state"": ""TX"", ""addr:street"": ""Metro Center Drive"", ""building"": ""yes"", ""coa:place_id"": ""1124327"", ""height"": ""15.47"", ""name"": ""Digital Realty Austin AUS11"", ""ref"": ""AUS11"", ""telecom"": ""data_center"", ""website"": ""https://www.digitalrealty.com/data-centers/americas/austin/aus11""}",2015.0,baxtel:/data-center/digital-realty-aus11,medium
379204643,way,LightEdge Austin II,,7000B Burleson Road,Austin,TX,78744,,30.2006765,-97.707046,yes,data_center,,,,"{""addr:city"": ""Austin"", ""addr:housenumber"": ""7000B"", ""addr:postcode"": ""78744"", ""addr:state"": ""TX"", ""addr:street"": ""Burleson Road"", ""building"": ""yes"", ""height"": ""11.21"", ""name"": ""LightEdge Austin II"", ""telecom"": ""data_center"", ""website"": ""https://www.lightedge.com/austin-data-center/""}",,not_found,none
379204766,way,CyrusOne Austin Data Center II,,7301 Metropolis Drive,,,,,30.2059205,-97.6979506,yes,data_center,,,,"{""addr:housenumber"": ""7301"", ""addr:street"": ""Metropolis Drive"", ""building"": ""yes"", ""coa:place_id"": ""3528713"", ""height"": ""12.48"", ""layer"": ""1"", ""name"": ""CyrusOne Austin Data Center II"", ""ref"": ""AUS2"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/texas/aus2-austin-texas""}",2018.0,baxtel:/data-center/cyrusone-austin-iii,medium
379205427,way,Data Foundry Austin 1 Data Center,,7401 East Ben White Boulevard,,,78741,,30.215504,-97.696074,yes,data_center,,,,"{""addr:housenumber"": ""7401"", ""addr:postcode"": ""78741"", ""addr:street"": ""East Ben White Boulevard"", ""building"": ""yes"", ""height"": ""10.57"", ""name"": ""Data Foundry Austin 1 Data Center"", ""telecom"": ""data_center"", ""website"": ""https://www.datafoundry.com/data-centers/austin-1""}",2018.0,baxtel:/data-center/switch-austin-1-adc,medium
380282154,way,VISA Data Center,,45005 Russell Branch Parkway,Ashburn,VA,20147,,39.0487658,-77.4453971,data_center,data_center,,,,"{""addr:city"": ""Ashburn"", ""addr:housenumber"": ""45005"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Russell Branch Parkway"", ""building"": ""data_center"", ""name"": ""VISA Data Center"", ""telecom"": ""data_center""}",,not_found,none
382785871,way,LightEdge Austin I,,2916 Montopolis Drive,,,,,30.2142972,-97.7126675,yes,data_center,,,,"{""addr:housenumber"": ""2916"", ""addr:street"": ""Montopolis Drive"", ""building"": ""yes"", ""height"": ""13.2"", ""name"": ""LightEdge Austin I"", ""telecom"": ""data_center"", ""website"": ""https://www.lightedge.com/austin-data-center/""}",,not_found,none
383545769,way,Skybox Chicago I,Skybox,800 Devon Avenue,Elk Grove Village,IL,60007,,41.9936612,-87.973521,data_center,data_center,,,,"{""addr:city"": ""Elk Grove Village"", ""addr:housenumber"": ""800"", ""addr:postcode"": ""60007"", ""addr:state"": ""IL"", ""addr:street"": ""Devon Avenue"", ""building"": ""data_center"", ""building:levels"": ""3"", ""name"": ""Skybox Chicago I"", ""operator"": ""Skybox"", ""ref"": ""Chicago I"", ""telecom"": ""data_center"", ""website"": ""https://www.skyboxdatacenters.com/locations/skybox-chicago""}",,not_found,none
383728972,way,Hurricane Electric Fremont 1,Hurricane Electric,760 Mission Court,Fremont,CA,94539,US,37.4898848,-121.9310239,industrial,data_center,,,,"{""addr:city"": ""Fremont"", ""addr:country"": ""US"", ""addr:housenumber"": ""760"", ""addr:postcode"": ""94539"", ""addr:state"": ""CA"", ""addr:street"": ""Mission Court"", ""building"": ""industrial"", ""building:levels"": ""2"", ""name"": ""Hurricane Electric Fremont 1"", ""operator"": ""Hurricane Electric"", ""ref"": ""fmt1"", ""telecom"": ""data_center""}",2021.0,baxtel:/data-center/hurricane-electric-fremont-1,medium
383796776,way,,Aligned Data Centers,,,,,,41.4321977,-82.7189574,,data_center,,,,"{""layer"": ""1"", ""operator"": ""Aligned Data Centers"", ""parking"": ""surface"", ""planned:building"": ""yes"", ""telecom"": ""data_center""}",,not_found,none
383888101,way,Lumen Austin 1,,4209 Smith School Road,,,,,30.1965,-97.7124025,warehouse,data_center,,,,"{""addr:housenumber"": ""4209"", ""addr:street"": ""Smith School Road"", ""building"": ""warehouse"", ""height"": ""12.2"", ""name"": ""Lumen Austin 1"", ""telecom"": ""data_center""}",2018.0,baxtel:/data-center/lumen-austin-1-4207-smith-school,medium
383888914,way,Data Foundry - Texas 1,,4100 Smith School Road,Austin,TX,78744,,30.198907,-97.7137835,yes,data_center,,,,"{""addr:city"": ""Austin"", ""addr:housenumber"": ""4100"", ""addr:postcode"": ""78744"", ""addr:state"": ""TX"", ""addr:street"": ""Smith School Road"", ""addr:unit"": ""1"", ""building"": ""yes"", ""height"": ""9.7"", ""name"": ""Data Foundry - Texas 1"", ""telecom"": ""data_center"", ""website"": ""https://www.datafoundry.com/data-centers/data-foundry-01/""}",,not_found,none
384310259,way,XO Fremont,XO,47913;47923;47963 Warm Springs Boulevard,,,,,37.4753251,-121.9221068,yes,data_center,,,,"{""addr:housenumber"": ""47913;47923;47963"", ""addr:street"": ""Warm Springs Boulevard"", ""building"": ""yes"", ""name"": ""XO Fremont"", ""operator"": ""XO"", ""telecom"": ""data_center""}",,not_found,none
384310269,way,Hurricane Electric Fremont 2,Hurricane Electric,48233 Warm Springs Boulevard,Fremont,CA,94539,US,37.471834,-121.9202907,yes,data_center,,,,"{""addr:city"": ""Fremont"", ""addr:country"": ""US"", ""addr:housenumber"": ""48233"", ""addr:postcode"": ""94539"", ""addr:state"": ""CA"", ""addr:street"": ""Warm Springs Boulevard"", ""building"": ""yes"", ""building:levels"": ""2"", ""clli"": ""FRMTCA"", ""name"": ""Hurricane Electric Fremont 2"", ""operator"": ""Hurricane Electric"", ""ref"": ""fmt2"", ""telecom"": ""data_center""}",2021.0,baxtel:/data-center/hurricane-electric-fremont-2,medium
384396017,way,Element Critical,,8025 North Interstate Highway 35 Service Road,,,,,30.3428035,-97.6961735,yes,data_center,,,,"{""addr:housenumber"": ""8025"", ""addr:street"": ""North Interstate Highway 35 Service Road"", ""building"": ""yes"", ""height"": ""11.3"", ""name"": ""Element Critical"", ""telecom"": ""data_center""}",2019.0,baxtel:/data-center/element-critical-va1,medium
384690290,way,Element Critical CH1,Element Critical,711 North Edgewood Avenue,Wood Dale,IL,60191,,41.9757324,-87.9646913,industrial,data_center,,,,"{""addr:city"": ""Wood Dale"", ""addr:housenumber"": ""711"", ""addr:postcode"": ""60191"", ""addr:state"": ""IL"", ""addr:street"": ""North Edgewood Avenue"", ""building"": ""industrial"", ""building:levels"": ""2"", ""name"": ""Element Critical CH1"", ""operator"": ""Element Critical"", ""ref"": ""CH1"", ""telecom"": ""data_center"", ""website"": ""https://elementcritical.com/data-centers/chicago-one/""}",2021.0,baxtel:/data-center/element-critical-ch1,medium
387208881,way,165 Halsey / Equinix NY1 / Databank EWR1,Tishman,165 Halsey Street,Newark,NJ,07102,,40.7367304,-74.1738875,yes,data_center,,,,"{""addr:city"": ""Newark"", ""addr:housenumber"": ""165"", ""addr:postcode"": ""07102"", ""addr:state"": ""NJ"", ""addr:street"": ""Halsey Street"", ""building"": ""yes"", ""name"": ""165 Halsey / Equinix NY1 / Databank EWR1"", ""operator"": ""Tishman"", ""telecom"": ""data_center""}",,not_found,none
387378765,way,QTS Suwanee Data Center 1,Quality Technology Services,300 Satellite Boulevard Northwest,,,,,34.0353956,-84.0611057,yes,data_center,,,,"{""addr:housenumber"": ""300"", ""addr:street"": ""Satellite Boulevard Northwest"", ""building"": ""yes"", ""name"": ""QTS Suwanee Data Center 1"", ""operator"": ""Quality Technology Services"", ""operator:short"": ""QTS"", ""operator:wikidata"": ""Q18392800"", ""telecom"": ""data_center""}",,not_found,none
387379196,way,QTS Suwanee Data Center 2,Quality Technology Services,120 Satellite Boulevard Northwest,,,,,34.0370622,-84.0576958,yes,data_center,,,,"{""addr:housenumber"": ""120"", ""addr:street"": ""Satellite Boulevard Northwest"", ""building"": ""yes"", ""name"": ""QTS Suwanee Data Center 2"", ""operator"": ""Quality Technology Services"", ""operator:short"": ""QTS"", ""operator:wikidata"": ""Q18392800"", ""telecom"": ""data_center""}",,not_found,none
388148510,way,TierPoint Little Rock,,,,,,,34.7562396,-92.4447234,yes,data_center,,,,"{""building"": ""yes"", ""name"": ""TierPoint Little Rock"", ""telecom"": ""data_center"", ""website"": ""https://www.tierpoint.com/data-centers/arkansas/little-rock/""}",2010.0,baxtel:/data-center/windstream-little-rock,medium
390287635,way,Equinix SV6,Equinix,444 Toyama Drive,Sunnyvale,CA,,,37.3996265,-122.0145584,data_center,data_center,,,,"{""addr:city"": ""Sunnyvale"", ""addr:housenumber"": ""444"", ""addr:state"": ""CA"", ""addr:street"": ""Toyama Drive"", ""building"": ""data_center"", ""name"": ""Equinix SV6"", ""operator"": ""Equinix"", ""ref"": ""SV6"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.co.uk/locations/united-states-colocation/silicon-valley-data-centers/sv6/""}",2021.0,baxtel:/data-center/equinix-sunnyvale-sv6,medium
392324240,way,Flexential Atlanta - Norcross,Flexential,2775 Northwoods Parkway,Norcross,GA,30071,,33.9547396,-84.1985246,yes,data_center,,,,"{""addr:city"": ""Norcross"", ""addr:housenumber"": ""2775"", ""addr:postcode"": ""30071"", ""addr:state"": ""GA"", ""addr:street"": ""Northwoods Parkway"", ""building"": ""yes"", ""name"": ""Flexential Atlanta - Norcross"", ""operator"": ""Flexential"", ""operator:wikidata"": ""Q115417504"", ""telecom"": ""data_center"", ""website"": ""https://www.flexential.com/data-centers/ga/atlanta/norcross-data-center""}",2012.0,baxtel:/data-center/flexential-atlanta-norcross,medium
396296733,way,Centersquare Lynnwood SE1,Centersquare,17300 Highway 99,Lynnwood,WA,98037,,47.841809,-122.3016653,yes,data_center,,,,"{""addr:city"": ""Lynnwood"", ""addr:housenumber"": ""17300"", ""addr:postcode"": ""98037"", ""addr:state"": ""WA"", ""addr:street"": ""Highway 99"", ""building"": ""yes"", ""clli"": ""LYWDWAJG"", ""name"": ""Centersquare Lynnwood SE1"", ""operator"": ""Centersquare"", ""ref"": ""SE1"", ""telecom"": ""data_center"", ""website"": ""https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-SEA-SpecSheet.pdf""}",2013.0,baxtel:/data-center/centersquare-lynnwood-sea1,medium
397914434,way,Apple,Apple Inc.,,,,,,44.2894155,-120.8750774,industrial,data_center,,,,"{""building"": ""industrial"", ""name"": ""Apple"", ""operator"": ""Apple Inc."", ""operator:wikidata"": ""Q312"", ""telecom"": ""data_center""}",,not_found,none
400540223,way,Walmart Colorado Data Center,Walmart,,,,,,38.9857326,-104.787263,data_center,data_center,,,,"{""building"": ""data_center"", ""name"": ""Walmart Colorado Data Center"", ""operator"": ""Walmart"", ""source"": ""Mapbox"", ""telecom"": ""data_center""}",2012.0,baxtel:/data-center/walmart-colorado-springs,medium
405034574,way,Verizon,,7300 World Communications Drive,Omaha,NE,68122,,41.338343,-96.0278024,industrial,data_center,,,,"{""addr:city"": ""Omaha"", ""addr:housenumber"": ""7300"", ""addr:postcode"": ""68122"", ""addr:state"": ""NE"", ""addr:street"": ""World Communications Drive"", ""building"": ""industrial"", ""name"": ""Verizon"", ""source"": ""Bing"", ""telecom"": ""data_center""}",,not_found,none
405034584,way,Verizon,,7300 World Communications Drive,Omaha,NE,68122,,41.3384444,-96.0286183,industrial,data_center,,,,"{""addr:city"": ""Omaha"", ""addr:housenumber"": ""7300"", ""addr:postcode"": ""68122"", ""addr:state"": ""NE"", ""addr:street"": ""World Communications Drive"", ""building"": ""industrial"", ""name"": ""Verizon"", ""source"": ""Bing"", ""telecom"": ""data_center""}",,not_found,none
408012357,way,George C. Wallace Alabama Supercomputer Center,Alabama Supercomputer Authority,686 Discovery Drive Northwest,Huntsville,AL,35806,,34.73654,-86.6731017,government_office,data_center,,,,"{""addr:city"": ""Huntsville"", ""addr:housenumber"": ""686"", ""addr:postcode"": ""35806"", ""addr:state"": ""AL"", ""addr:street"": ""Discovery Drive Northwest"", ""building"": ""government_office"", ""name"": ""George C. Wallace Alabama Supercomputer Center"", ""name:etymology:wikidata"": ""Q313776"", ""operator"": ""Alabama Supercomputer Authority"", ""telecom"": ""data_center""}",,not_found,none
409027020,way,Equinix,Equinix,1501 Francisco Street,Torrance,CA,90501,,33.8507525,-118.3040815,yes,data_center,,,,"{""addr:city"": ""Torrance"", ""addr:housenumber"": ""1501"", ""addr:postcode"": ""90501"", ""addr:state"": ""CA"", ""addr:street"": ""Francisco Street"", ""building"": ""yes"", ""ele"": ""29.3"", ""height"": ""11.3"", ""lacounty:ain"": ""7351021800"", ""lacounty:bld_id"": ""469329768392"", ""name"": ""Equinix"", ""operator"": ""Equinix"", ""operator:wikidata"": ""Q851641"", ""ref"": ""LA7"", ""source"": ""yahoo"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/los-angeles-data-centers/la7""}",,not_found,none
409296605,way,Digital Realty Chicago ORD12,Digital Realty,9333 West Grand Avenue,Franklin Park,IL,60131,,41.9283557,-87.8592545,industrial,data_center,,,,"{""addr:city"": ""Franklin Park"", ""addr:housenumber"": ""9333"", ""addr:postcode"": ""60131"", ""addr:state"": ""IL"", ""addr:street"": ""West Grand Avenue"", ""building"": ""industrial"", ""building:levels"": ""3"", ""name"": ""Digital Realty Chicago ORD12"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""ORD12"", ""telecom"": ""data_center"", ""website"": ""https://www.digitalrealty.com/data-centers/americas/chicago/ord12""}",2015.0,baxtel:/data-center/digital-realty-chicago-ord11,medium
410408067,way,,,,,,,,47.2376691,-119.8646264,yes,data_center,,,,"{""building"": ""yes"", ""telecom"": ""data_center""}",,not_found,none
410408073,way,Microsoft,Microsoft,,,,,,47.2394776,-119.8830092,data_center,data_center,,,,"{""building"": ""data_center"", ""name"": ""Microsoft"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""telecom"": ""data_center""}",,not_found,none
410408074,way,Microsoft,Microsoft,,,,,,47.2385754,-119.8830801,data_center,data_center,,,,"{""building"": ""data_center"", ""name"": ""Microsoft"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""telecom"": ""data_center""}",,not_found,none
410408079,way,,,,,,,,47.2394877,-119.8594059,yes,data_center,,,,"{""building"": ""yes"", ""telecom"": ""data_center""}",,not_found,none
414055237,way,Microsoft CYS Datacenter,Microsoft,,,,,,41.1225882,-104.9035166,,data_center,,,,"{""industrial"": ""telecommunication"", ""landuse"": ""industrial"", ""name"": ""Microsoft CYS Datacenter"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""ref"": ""CYS"", ""telecom"": ""data_center""}",,not_found,none
414055239,way,,,,,,,,41.1262938,-104.9018528,yes,data_center,,,,"{""building"": ""yes"", ""telecom"": ""data_center""}",,not_found,none
417682780,way,KOMO Plaza East,,140 4th Avenue North,Seattle,WA,98109,,47.6192326,-122.3482873,yes,data_center,,2000,,"{""addr:city"": ""Seattle"", ""addr:housenumber"": ""140"", ""addr:postcode"": ""98109"", ""addr:state"": ""WA"", ""addr:street"": ""4th Avenue North"", ""building"": ""yes"", ""building:levels"": ""6"", ""clli"": ""STTOWAJM"", ""name"": ""KOMO Plaza East"", ""old_name"": ""Fisher Plaza East"", ""source"": ""King County GIS;data.seattle.gov;https://komoplaza.com/explore-komo-plaza/history/"", ""start_date"": ""2000"", ""telecom"": ""data_center"", ""wikidata"": ""Q137782393""}",2000.0,osm:start_date,high
417682781,way,KOMO Plaza West,,100 4th Avenue North,Seattle,WA,98109,,47.6189596,-122.3485259,yes,data_center,,2003,,"{""addr:city"": ""Seattle"", ""addr:housenumber"": ""100"", ""addr:postcode"": ""98109"", ""addr:state"": ""WA"", ""addr:street"": ""4th Avenue North"", ""building"": ""yes"", ""building:levels"": ""6"", ""clli"": ""STTOWAJM"", ""name"": ""KOMO Plaza West"", ""old_name"": ""Fisher Plaza West"", ""source"": ""King County GIS;data.seattle.gov;2000"", ""start_date"": ""2003"", ""telecom"": ""data_center"", ""wikidata"": ""Q137782390""}",2003.0,osm:start_date,high
421273622,way,Fidelity,Fidelity,,,,,,41.1655243,-96.0833669,yes,data_center,,,,"{""building"": ""yes"", ""name"": ""Fidelity"", ""operator"": ""Fidelity"", ""telecom"": ""data_center""}",,not_found,none
424945736,way,,Centurylink,200 North Nash Street,El Segundo,CA,90245,,33.9177276,-118.3862234,data_center,data_center,,1976,,"{""addr:city"": ""El Segundo"", ""addr:housenumber"": ""200"", ""addr:postcode"": ""90245"", ""addr:state"": ""CA"", ""addr:street"": ""North Nash Street"", ""building"": ""data_center"", ""ele"": ""40.9"", ""height"": ""8.5"", ""lacounty:ain"": ""4138003046"", ""lacounty:bld_id"": ""444460792673"", ""operator"": ""Centurylink"", ""owner"": ""Digital Realty"", ""start_date"": ""1976"", ""telecom"": ""data_center""}",,not_found,none
424945845,way,Serverfarm - LAX1,Serverfarm LLC.,444 North Nash Street,El Segundo,CA,90245,,33.9217415,-118.3864588,industrial,data_center,,1973,,"{""addr:city"": ""El Segundo"", ""addr:housenumber"": ""444"", ""addr:postcode"": ""90245"", ""addr:state"": ""CA"", ""addr:street"": ""North Nash Street"", ""building"": ""industrial"", ""check_date"": ""2025-04-14"", ""ele"": ""38.8"", ""height"": ""7.0"", ""lacounty:ain"": ""4138003007"", ""lacounty:bld_id"": ""444394794128"", ""name"": ""Serverfarm - LAX1"", ""operator"": ""Serverfarm LLC."", ""ref"": ""LAX1"", ""start_date"": ""1973"", ""telecom"": ""data_center"", ""website"": ""https://www.serverfarmllc.com/los-angeles-data-center/""}",1999.0,baxtel:/data-center/serverfarm-lax1,medium
424945852,way,DRT LAX12,Digital Realty,2260 East El Segundo Boulevard,El Segundo,CA,90245,,33.9156593,-118.3846186,data_center,data_center,,1979,,"{""addr:city"": ""El Segundo"", ""addr:housenumber"": ""2260"", ""addr:postcode"": ""90245"", ""addr:state"": ""CA"", ""addr:street"": ""East El Segundo Boulevard"", ""building"": ""data_center"", ""ele"": ""45.3"", ""height"": ""14.9"", ""lacounty:ain"": ""4138013027"", ""lacounty:bld_id"": ""445113791911"", ""name"": ""DRT LAX12"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""LAX4"", ""start_date"": ""1979"", ""telecom"": ""data_center""}",,not_found,none
426586135,way,Google - Thornton,Google,Grant Street,Thorton,CO,,,39.922465,-104.9834252,yes,data_center,,,,"{""addr:city"": ""Thorton"", ""addr:state"": ""CO"", ""addr:street"": ""Grant Street"", ""building"": ""yes"", ""building:levels"": ""2"", ""name"": ""Google - Thornton"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""operator:wikipedia"": ""en:Google"", ""telecom"": ""data_center""}",2001.0,baxtel:/data-center/google-denver-thorton,medium
428021796,way,DRT LAX10,,,,,,,34.0473304,-118.25751,commercial,data_center,,,,"{""building"": ""commercial"", ""building:levels"": ""7"", ""ele"": ""123.4"", ""height"": ""42.0"", ""lacounty:ain"": ""5144011014;5144011019"", ""lacounty:bld_id"": ""483626839623;483693839668"", ""name"": ""DRT LAX10"", ""old_name"": ""Carrier Center"", ""ref"": ""LAX6"", ""telecom"": ""data_center""}",,not_found,none
428021816,way,One Wilshire,,624 South Grand Avenue,Los Angeles,CA,90017,,34.0478876,-118.2555409,commercial,data_center,,,,"{""addr:city"": ""Los Angeles"", ""addr:housenumber"": ""624"", ""addr:postcode"": ""90017"", ""addr:state"": ""CA"", ""addr:street"": ""South Grand Avenue"", ""building"": ""commercial"", ""building:colour"": ""#ECEED6"", ""building:levels"": ""30"", ""building:material"": ""glass"", ""ele"": ""208.0"", ""height"": ""120"", ""lacounty:ain"": ""5144004029;5144004014;5144004029"", ""lacounty:bld_id"": ""484225839768;484256839921;484190839793"", ""name"": ""One Wilshire"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""telecom"": ""data_center"", ""website"": ""https://onewilshire.com/"", ""wikidata"": ""Q21540371""}",1999.0,baxtel:/data-center/one-wilshire-building,medium
429040021,way,,Bank of America,6050 White Oak Creek Drive,,,23150,,37.4943952,-77.2374867,industrial,data_center,,,,"{""addr:housenumber"": ""6050"", ""addr:postcode"": ""23150"", ""addr:street"": ""White Oak Creek Drive"", ""building"": ""industrial"", ""operator"": ""Bank of America"", ""operator:wikidata"": ""Q487907"", ""telecom"": ""data_center""}",,not_found,none
429782814,way,UF Research Computing Center,University of Florida,2060 Northeast Waldo Road,Gainesville,FL,32609,,29.6725909,-82.2999288,university,data_center,,,,"{""access"": ""private"", ""addr:city"": ""Gainesville"", ""addr:housenumber"": ""2060"", ""addr:postcode"": ""32609"", ""addr:state"": ""FL"", ""addr:street"": ""Northeast Waldo Road"", ""building"": ""university"", ""building:levels"": ""1"", ""building:material"": ""brick"", ""building:use"": ""office"", ""name"": ""UF Research Computing Center"", ""operator"": ""University of Florida"", ""ref"": ""1635"", ""telecom"": ""data_center"", ""website"": ""https://www.rc.ufl.edu/""}",,not_found,none
435324552,way,"CyrusOne NVA1, NVA2 & NVA3",CyrusOne,21111 Ridgetop Circle,Sterling,VA,20166,,39.0259023,-77.4144697,data_center,data_center,,,,"{""addr:city"": ""Sterling"", ""addr:housenumber"": ""21111"", ""addr:postcode"": ""20166"", ""addr:state"": ""VA"", ""addr:street"": ""Ridgetop Circle"", ""building"": ""data_center"", ""name"": ""CyrusOne NVA1, NVA2 & NVA3"", ""operator"": ""CyrusOne"", ""operator:wikidata"": ""Q16953751"", ""ref"": ""NVA1;NVA2;NVA3"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/virginia/nva1-nva2-nva3-sterling""}",2019.0,baxtel:/data-center/cyrusone-sterling-ix,medium
435518280,way,NAP of the Americas,,50 Northeast 9th Street,Miami,FL,33132,,25.7823886,-80.1930798,yes,data_center,,,,"{""addr:city"": ""Miami"", ""addr:housenumber"": ""50"", ""addr:postcode"": ""33132"", ""addr:state"": ""FL"", ""addr:street"": ""Northeast 9th Street"", ""alt_name"": ""Equinix MI1"", ""building"": ""yes"", ""building:levels"": ""6"", ""clli"": ""MIAUFL"", ""ele"": ""32 ft"", ""height"": ""57.7"", ""name"": ""NAP of the Americas"", ""ref:miabldg"": ""19866"", ""short_name"": ""NOTA"", ""telecom"": ""data_center"", ""wikidata"": ""Q6952344"", ""wikipedia"": ""en:NAP of the Americas""}",2016.0,baxtel:/data-center/blue-nap-americas-curacao,medium
435531451,way,,,2115 Northwest 22nd Street,Miami,,33142,,25.7975445,-80.2300338,yes,data_center,,,,"{""addr:city"": ""Miami"", ""addr:housenumber"": ""2115"", ""addr:postcode"": ""33142"", ""addr:street"": ""Northwest 22nd Street"", ""building"": ""yes"", ""clli"": ""MIASFLVR"", ""height"": ""22.9"", ""ref:miabldg"": ""23187"", ""telecom"": ""data_center""}",,not_found,none
435817145,way,CyrusOne NVA5,CyrusOne,21350 Pacific Boulevard,Sterling,VA,20166,,39.024356,-77.4341,data_center,data_center,,,,"{""addr:city"": ""Sterling"", ""addr:housenumber"": ""21350"", ""addr:postcode"": ""20166"", ""addr:state"": ""VA"", ""addr:street"": ""Pacific Boulevard"", ""building"": ""data_center"", ""name"": ""CyrusOne NVA5"", ""operator"": ""CyrusOne"", ""operator:wikidata"": ""Q16953751"", ""ref"": ""NVA5"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/virginia/nva5-sterling""}",2019.0,baxtel:/data-center/cyrusone-sterling-ix,medium
438077632,way,Microsoft,Microsoft,,,,,,41.5406093,-93.8248434,yes,data_center,,,,"{""building"": ""yes"", ""name"": ""Microsoft"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""telecom"": ""data_center""}",,not_found,none
